Site_ID,Latitude,Longitude,Elevation_in_Meters,State,Species_ID,Genus,Species,Common_Name,Kingdom,Phenophase_ID,Phenophase_Description,First_Yes_Sample_Size,Mean_First_Yes_Year,Mean_First_Yes_DOY,Mean_First_Yes_Julian_Date,SE_First_Yes_In_Days,Mean_NumDays_Since_Prior_No,SE_NumDays_Since_Prior_No,Last_Yes_Sample_Size,Mean_Last_Yes_Year,Mean_Last_Yes_DOY,Mean_Last_Yes_Julian_Date,SE_Last_Yes_in_Days,Mean_NumDays_Until_Next_No,SE_NumDays_Until_Next_No
2,43.08535,-70.69133,12,ME,28,Prunus,serotina,black cherry,Plantae,500,Flowers or flower buds,1,2015,128,2457151,-9999,4,-9999,1,2015,150,2457173,-9999,21,-9999
2,43.08535,-70.69133,12,ME,28,Prunus,serotina,black cherry,Plantae,501,Open flowers,1,2015,150,2457173,-9999,17,-9999,1,2015,150,2457173,-9999,21,-9999
2,43.08535,-70.69133,12,ME,28,Prunus,serotina,black cherry,Plantae,516,Fruits,1,2015,171,2457194,-9999,21,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
2,43.08535,-70.69133,12,ME,36,Syringa,vulgaris,common lilac,Plantae,205,Open flowers (lilac),2,2015,150,2457173,0,17,0,2,2015,150,2457173,0,21,0
2,43.08535,-70.69133,12,ME,36,Syringa,vulgaris,common lilac,Plantae,206,Full flowering (lilac),2,2015,150,2457173,0,17,0,2,2015,150,2457173,0,21,0
2,43.08535,-70.69133,12,ME,36,Syringa,vulgaris,common lilac,Plantae,207,End of flowering (lilac/honeysuckle),2,2015,171,2457194,0,21,0,0,-9999,-9999,-9999,-9999,-9999,-9999
2,43.08535,-70.69133,12,ME,36,Syringa,vulgaris,common lilac,Plantae,373,Breaking leaf buds (lilac/honeysuckle),2,2015,121,2457144,0,15,0,2,2015,133,2457156,0,17,0
2,43.08535,-70.69133,12,ME,36,Syringa,vulgaris,common lilac,Plantae,374,All leaf buds broken (lilac/honeysuckle),2,2015,125,2457148,3.5,9.5,5.5,0,-9999,-9999,-9999,-9999,-9999,-9999
2,43.08535,-70.69133,12,ME,39,Abies,balsamea,balsam fir,Plantae,480,Breaking needle buds (conifers),1,2015,133,2457156,-9999,5,-9999,1,2015,133,2457156,-9999,17,-9999
2,43.08535,-70.69133,12,ME,39,Abies,balsamea,balsam fir,Plantae,485,Young needles (conifers),1,2015,150,2457173,-9999,17,-9999,1,2015,229,2457252,-9999,15,-9999
2,43.08535,-70.69133,12,ME,61,Acer,saccharum,sugar maple,Plantae,371,Breaking leaf buds,3,2015,124,2457147,0,3,0,3,2015,128,2457151,0,5,0
2,43.08535,-70.69133,12,ME,61,Acer,saccharum,sugar maple,Plantae,467,Increasing leaf size,3,2015,125,2457148,1.333333333,3.333333333,0.333333333,3,2015,133,2457156,0,17,0
2,43.08535,-70.69133,12,ME,61,Acer,saccharum,sugar maple,Plantae,471,Falling leaves,3,2015,277,2457300,16.33333333,17,1,3,2015,320,2457343,6.333333333,9.666666667,2.666666667
2,43.08535,-70.69133,12,ME,61,Acer,saccharum,sugar maple,Plantae,483,Leaves,3,2015,125,2457148,1.333333333,3.333333333,0.333333333,3,2015,312,2457335,4.333333333,8,2
2,43.08535,-70.69133,12,ME,61,Acer,saccharum,sugar maple,Plantae,498,Colored leaves,3,2015,263,2457286,9.492687244,10.66666667,2.603416559,3,2015,312,2457335,4.333333333,8,2
2,43.08535,-70.69133,12,ME,73,Forsythia,spp.,forsythia,Plantae,371,Breaking leaf buds,3,2015,121,2457144,0,15,0,3,2015,133,2457156,0,17,0
2,43.08535,-70.69133,12,ME,73,Forsythia,spp.,forsythia,Plantae,467,Increasing leaf size,3,2015,124,2457147,0,3,0,3,2015,133,2457156,0,17,0
2,43.08535,-70.69133,12,ME,73,Forsythia,spp.,forsythia,Plantae,471,Falling leaves,3,2015,299,2457322,0,6,0,3,2015,348,2457371,0,6,0
2,43.08535,-70.69133,12,ME,73,Forsythia,spp.,forsythia,Plantae,483,Leaves,3,2015,124,2457147,0,3,0,3,2015,333,2457356,0,15,0
2,43.08535,-70.69133,12,ME,73,Forsythia,spp.,forsythia,Plantae,498,Colored leaves,3,2015,265,2457288,10.33333333,9,3,3,2015,325,2457348,4,13,1
2,43.08535,-70.69133,12,ME,73,Forsythia,spp.,forsythia,Plantae,500,Flowers or flower buds,3,2015,105,2457128,0,2,0,3,2015,234,2457257,50.60083442,13.66666667,3.844187532
2,43.08535,-70.69133,12,ME,73,Forsythia,spp.,forsythia,Plantae,501,Open flowers,3,2015,121,2457144,0,15,0,3,2015,234,2457257,50.60083442,13.66666667,3.844187532
2,43.08535,-70.69133,12,ME,74,Fraxinus,americana,white ash,Plantae,371,Breaking leaf buds,1,2015,133,2457156,-9999,5,-9999,1,2015,133,2457156,-9999,17,-9999
2,43.08535,-70.69133,12,ME,74,Fraxinus,americana,white ash,Plantae,471,Falling leaves,1,2015,244,2457267,-9999,15,-9999,1,2015,299,2457322,-9999,3,-9999
2,43.08535,-70.69133,12,ME,74,Fraxinus,americana,white ash,Plantae,483,Leaves,1,2015,150,2457173,-9999,17,-9999,1,2015,293,2457316,-9999,6,-9999
2,43.08535,-70.69133,12,ME,74,Fraxinus,americana,white ash,Plantae,498,Colored leaves,1,2015,244,2457267,-9999,15,-9999,1,2015,293,2457316,-9999,6,-9999
2,43.08535,-70.69133,12,ME,74,Fraxinus,americana,white ash,Plantae,500,Flowers or flower buds,1,2015,121,2457144,-9999,15,-9999,1,2015,133,2457156,-9999,17,-9999
2,43.08535,-70.69133,12,ME,74,Fraxinus,americana,white ash,Plantae,501,Open flowers,1,2015,133,2457156,-9999,5,-9999,1,2015,133,2457156,-9999,17,-9999
2,43.08535,-70.69133,12,ME,76,Hamamelis,virginiana,American witchhazel,Plantae,371,Breaking leaf buds,1,2015,124,2457147,-9999,3,-9999,1,2015,128,2457151,-9999,5,-9999
2,43.08535,-70.69133,12,ME,76,Hamamelis,virginiana,American witchhazel,Plantae,390,Ripe fruits,1,2015,269,2457292,-9999,11,-9999,1,2015,293,2457316,-9999,6,-9999
2,43.08535,-70.69133,12,ME,76,Hamamelis,virginiana,American witchhazel,Plantae,467,Increasing leaf size,1,2015,128,2457151,-9999,4,-9999,1,2015,133,2457156,-9999,17,-9999
2,43.08535,-70.69133,12,ME,76,Hamamelis,virginiana,American witchhazel,Plantae,471,Falling leaves,1,2015,258,2457281,-9999,14,-9999,1,2015,302,2457325,-9999,6,-9999
2,43.08535,-70.69133,12,ME,76,Hamamelis,virginiana,American witchhazel,Plantae,483,Leaves,1,2015,128,2457151,-9999,4,-9999,1,2015,299,2457322,-9999,3,-9999
2,43.08535,-70.69133,12,ME,76,Hamamelis,virginiana,American witchhazel,Plantae,498,Colored leaves,1,2015,258,2457281,-9999,14,-9999,1,2015,299,2457322,-9999,3,-9999
2,43.08535,-70.69133,12,ME,76,Hamamelis,virginiana,American witchhazel,Plantae,500,Flowers or flower buds,1,2015,293,2457316,-9999,18,-9999,1,2015,314,2457337,-9999,7,-9999
2,43.08535,-70.69133,12,ME,76,Hamamelis,virginiana,American witchhazel,Plantae,501,Open flowers,1,2015,293,2457316,-9999,18,-9999,1,2015,314,2457337,-9999,7,-9999
2,43.08535,-70.69133,12,ME,76,Hamamelis,virginiana,American witchhazel,Plantae,504,Recent fruit or seed drop,1,2015,258,2457281,-9999,14,-9999,1,2015,299,2457322,-9999,3,-9999
2,43.08535,-70.69133,12,ME,76,Hamamelis,virginiana,American witchhazel,Plantae,516,Fruits,1,2015,171,2457194,-9999,21,-9999,1,2015,293,2457316,-9999,6,-9999
2,43.08535,-70.69133,12,ME,89,Rhamnus,cathartica,common buckthorn,Plantae,371,Breaking leaf buds,1,2015,121,2457144,-9999,15,-9999,1,2015,128,2457151,-9999,5,-9999
2,43.08535,-70.69133,12,ME,89,Rhamnus,cathartica,common buckthorn,Plantae,390,Ripe fruits,1,2015,229,2457252,-9999,25,-9999,1,2015,258,2457281,-9999,11,-9999
2,43.08535,-70.69133,12,ME,89,Rhamnus,cathartica,common buckthorn,Plantae,467,Increasing leaf size,1,2015,124,2457147,-9999,3,-9999,1,2015,133,2457156,-9999,17,-9999
2,43.08535,-70.69133,12,ME,89,Rhamnus,cathartica,common buckthorn,Plantae,471,Falling leaves,1,2015,302,2457325,-9999,3,-9999,1,2015,333,2457356,-9999,15,-9999
2,43.08535,-70.69133,12,ME,89,Rhamnus,cathartica,common buckthorn,Plantae,483,Leaves,1,2015,124,2457147,-9999,3,-9999,1,2015,321,2457344,-9999,12,-9999
2,43.08535,-70.69133,12,ME,89,Rhamnus,cathartica,common buckthorn,Plantae,498,Colored leaves,1,2015,258,2457281,-9999,14,-9999,1,2015,321,2457344,-9999,12,-9999
2,43.08535,-70.69133,12,ME,89,Rhamnus,cathartica,common buckthorn,Plantae,500,Flowers or flower buds,1,2015,133,2457156,-9999,5,-9999,1,2015,150,2457173,-9999,21,-9999
2,43.08535,-70.69133,12,ME,89,Rhamnus,cathartica,common buckthorn,Plantae,501,Open flowers,1,2015,150,2457173,-9999,17,-9999,1,2015,150,2457173,-9999,21,-9999
2,43.08535,-70.69133,12,ME,89,Rhamnus,cathartica,common buckthorn,Plantae,504,Recent fruit or seed drop,1,2015,244,2457267,-9999,15,-9999,1,2015,269,2457292,-9999,6,-9999
2,43.08535,-70.69133,12,ME,89,Rhamnus,cathartica,common buckthorn,Plantae,516,Fruits,1,2015,171,2457194,-9999,21,-9999,1,2015,258,2457281,-9999,11,-9999
2,43.08535,-70.69133,12,ME,99,Betula,papyrifera,paper birch,Plantae,371,Breaking leaf buds,1,2015,121,2457144,-9999,15,-9999,1,2015,128,2457151,-9999,5,-9999
2,43.08535,-70.69133,12,ME,99,Betula,papyrifera,paper birch,Plantae,467,Increasing leaf size,1,2015,121,2457144,-9999,15,-9999,1,2015,133,2457156,-9999,17,-9999
2,43.08535,-70.69133,12,ME,99,Betula,papyrifera,paper birch,Plantae,471,Falling leaves,1,2015,244,2457267,-9999,15,-9999,1,2015,314,2457337,-9999,7,-9999
2,43.08535,-70.69133,12,ME,99,Betula,papyrifera,paper birch,Plantae,483,Leaves,1,2015,121,2457144,-9999,15,-9999,1,2015,308,2457331,-9999,6,-9999
2,43.08535,-70.69133,12,ME,99,Betula,papyrifera,paper birch,Plantae,498,Colored leaves,1,2015,244,2457267,-9999,15,-9999,1,2015,308,2457331,-9999,6,-9999
2,43.08535,-70.69133,12,ME,99,Betula,papyrifera,paper birch,Plantae,500,Flowers or flower buds,1,2015,121,2457144,-9999,15,-9999,1,2015,133,2457156,-9999,17,-9999
2,43.08535,-70.69133,12,ME,99,Betula,papyrifera,paper birch,Plantae,501,Open flowers,1,2015,121,2457144,-9999,15,-9999,1,2015,133,2457156,-9999,17,-9999
2,43.08535,-70.69133,12,ME,99,Betula,papyrifera,paper birch,Plantae,502,Pollen release (flowers),1,2015,121,2457144,-9999,15,-9999,1,2015,121,2457144,-9999,29,-9999
2,43.08535,-70.69133,12,ME,99,Betula,papyrifera,paper birch,Plantae,504,Recent fruit or seed drop,1,2015,314,2457337,-9999,6,-9999,1,2015,314,2457337,-9999,7,-9999
2,43.08535,-70.69133,12,ME,99,Betula,papyrifera,paper birch,Plantae,516,Fruits,1,2015,150,2457173,-9999,17,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
2,43.08535,-70.69133,12,ME,102,Quercus,rubra,northern red oak,Plantae,371,Breaking leaf buds,1,2015,121,2457144,-9999,15,-9999,1,2015,128,2457151,-9999,5,-9999
2,43.08535,-70.69133,12,ME,102,Quercus,rubra,northern red oak,Plantae,390,Ripe fruits,1,2015,229,2457252,-9999,25,-9999,1,2015,275,2457298,-9999,18,-9999
2,43.08535,-70.69133,12,ME,102,Quercus,rubra,northern red oak,Plantae,467,Increasing leaf size,1,2015,124,2457147,-9999,3,-9999,1,2015,133,2457156,-9999,17,-9999
2,43.08535,-70.69133,12,ME,102,Quercus,rubra,northern red oak,Plantae,471,Falling leaves,1,2015,258,2457281,-9999,14,-9999,1,2015,348,2457371,-9999,6,-9999
2,43.08535,-70.69133,12,ME,102,Quercus,rubra,northern red oak,Plantae,483,Leaves,1,2015,124,2457147,-9999,3,-9999,1,2015,333,2457356,-9999,15,-9999
2,43.08535,-70.69133,12,ME,102,Quercus,rubra,northern red oak,Plantae,498,Colored leaves,1,2015,258,2457281,-9999,14,-9999,1,2015,333,2457356,-9999,15,-9999
2,43.08535,-70.69133,12,ME,102,Quercus,rubra,northern red oak,Plantae,500,Flowers or flower buds,1,2015,121,2457144,-9999,15,-9999,1,2015,133,2457156,-9999,17,-9999
2,43.08535,-70.69133,12,ME,102,Quercus,rubra,northern red oak,Plantae,501,Open flowers,1,2015,133,2457156,-9999,5,-9999,1,2015,133,2457156,-9999,17,-9999
2,43.08535,-70.69133,12,ME,102,Quercus,rubra,northern red oak,Plantae,504,Recent fruit or seed drop,1,2015,229,2457252,-9999,25,-9999,1,2015,293,2457316,-9999,6,-9999
2,43.08535,-70.69133,12,ME,102,Quercus,rubra,northern red oak,Plantae,516,Fruits,1,2015,150,2457173,-9999,17,-9999,1,2015,275,2457298,-9999,18,-9999
2,43.08535,-70.69133,12,ME,161,Erythronium,americanum,dogtooth violet,Plantae,482,Initial growth (forbs),1,2015,106,2457129,-9999,1,-9999,1,2015,106,2457129,-9999,15,-9999
2,43.08535,-70.69133,12,ME,161,Erythronium,americanum,dogtooth violet,Plantae,488,Leaves (forbs),1,2015,121,2457144,-9999,15,-9999,1,2015,133,2457156,-9999,17,-9999
2,43.08535,-70.69133,12,ME,161,Erythronium,americanum,dogtooth violet,Plantae,500,Flowers or flower buds,1,2015,121,2457144,-9999,15,-9999,1,2015,128,2457151,-9999,5,-9999
2,43.08535,-70.69133,12,ME,161,Erythronium,americanum,dogtooth violet,Plantae,501,Open flowers,1,2015,124,2457147,-9999,3,-9999,1,2015,128,2457151,-9999,5,-9999
2,43.08535,-70.69133,12,ME,161,Erythronium,americanum,dogtooth violet,Plantae,504,Recent fruit or seed drop,1,2015,171,2457194,-9999,21,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
2,43.08535,-70.69133,12,ME,161,Erythronium,americanum,dogtooth violet,Plantae,516,Fruits,1,2015,133,2457156,-9999,5,-9999,1,2015,150,2457173,-9999,21,-9999
2,43.08535,-70.69133,12,ME,841,Crocus,spp.,crocus,Plantae,482,Initial growth (forbs),0,-9999,-9999,-9999,-9999,-9999,-9999,1,2015,98,2457121,-9999,5,-9999
2,43.08535,-70.69133,12,ME,841,Crocus,spp.,crocus,Plantae,500,Flowers or flower buds,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2015,106,2457129,-9999,15,-9999
2,43.08535,-70.69133,12,ME,841,Crocus,spp.,crocus,Plantae,501,Open flowers,1,2015,103,2457126,-9999,5,-9999,1,2015,106,2457129,-9999,15,-9999
2,43.08535,-70.69133,12,ME,897,Ilex,verticillata,common winterberry ,Plantae,371,Breaking leaf buds,2,2015,128,2457151,0,4,0,2,2015,128,2457151,0,5,0
2,43.08535,-70.69133,12,ME,897,Ilex,verticillata,common winterberry ,Plantae,390,Ripe fruits,1,2015,269,2457292,-9999,11,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
2,43.08535,-70.69133,12,ME,897,Ilex,verticillata,common winterberry ,Plantae,467,Increasing leaf size,2,2015,128,2457151,0,4,0,2,2015,133,2457156,0,17,0
2,43.08535,-70.69133,12,ME,897,Ilex,verticillata,common winterberry ,Plantae,471,Falling leaves,2,2015,293,2457316,0,18,0,2,2015,314,2457337,0,7,0
2,43.08535,-70.69133,12,ME,897,Ilex,verticillata,common winterberry ,Plantae,483,Leaves,2,2015,128,2457151,0,4,0,2,2015,308,2457331,0,6,0
2,43.08535,-70.69133,12,ME,897,Ilex,verticillata,common winterberry ,Plantae,498,Colored leaves,2,2015,260,2457283,15.5,10.5,4.5,2,2015,308,2457331,0,6,0
2,43.08535,-70.69133,12,ME,897,Ilex,verticillata,common winterberry ,Plantae,500,Flowers or flower buds,2,2015,150,2457173,0,17,0,0,-9999,-9999,-9999,-9999,-9999,-9999
2,43.08535,-70.69133,12,ME,897,Ilex,verticillata,common winterberry ,Plantae,504,Recent fruit or seed drop,1,2015,293,2457316,-9999,18,-9999,1,2015,302,2457325,-9999,6,-9999
2,43.08535,-70.69133,12,ME,904,Kalmia,latifolia,mountain laurel,Plantae,371,Breaking leaf buds,1,2015,133,2457156,-9999,5,-9999,1,2015,133,2457156,-9999,17,-9999
2,43.08535,-70.69133,12,ME,904,Kalmia,latifolia,mountain laurel,Plantae,484,Young leaves (tree/shrub),1,2015,133,2457156,-9999,5,-9999,1,2015,244,2457267,-9999,14,-9999
2,43.08535,-70.69133,12,ME,904,Kalmia,latifolia,mountain laurel,Plantae,500,Flowers or flower buds,1,2015,150,2457173,-9999,17,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
2,43.08535,-70.69133,12,ME,904,Kalmia,latifolia,mountain laurel,Plantae,501,Open flowers,1,2015,171,2457194,-9999,21,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
2,43.08535,-70.69133,12,ME,904,Kalmia,latifolia,mountain laurel,Plantae,504,Recent fruit or seed drop,1,2015,293,2457316,-9999,18,-9999,1,2015,293,2457316,-9999,6,-9999
2,43.08535,-70.69133,12,ME,1159,Quercus,velutina,black oak,Plantae,371,Breaking leaf buds,1,2015,124,2457147,-9999,3,-9999,1,2015,128,2457151,-9999,5,-9999
2,43.08535,-70.69133,12,ME,1159,Quercus,velutina,black oak,Plantae,467,Increasing leaf size,1,2015,128,2457151,-9999,4,-9999,1,2015,133,2457156,-9999,17,-9999
2,43.08535,-70.69133,12,ME,1159,Quercus,velutina,black oak,Plantae,471,Falling leaves,1,2015,293,2457316,-9999,18,-9999,1,2015,348,2457371,-9999,6,-9999
2,43.08535,-70.69133,12,ME,1159,Quercus,velutina,black oak,Plantae,483,Leaves,1,2015,128,2457151,-9999,4,-9999,1,2015,333,2457356,-9999,15,-9999
2,43.08535,-70.69133,12,ME,1159,Quercus,velutina,black oak,Plantae,498,Colored leaves,1,2015,293,2457316,-9999,18,-9999,1,2015,333,2457356,-9999,15,-9999
2,43.08535,-70.69133,12,ME,1159,Quercus,velutina,black oak,Plantae,500,Flowers or flower buds,1,2015,124,2457147,-9999,3,-9999,1,2015,133,2457156,-9999,17,-9999
2,43.08535,-70.69133,12,ME,1159,Quercus,velutina,black oak,Plantae,501,Open flowers,1,2015,133,2457156,-9999,5,-9999,1,2015,133,2457156,-9999,17,-9999
2,43.08535,-70.69133,12,ME,1159,Quercus,velutina,black oak,Plantae,504,Recent fruit or seed drop,1,2015,258,2457281,-9999,14,-9999,1,2015,269,2457292,-9999,6,-9999
2,43.08535,-70.69133,12,ME,1159,Quercus,velutina,black oak,Plantae,516,Fruits,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2015,258,2457281,-9999,11,-9999
2,43.08535,-70.69133,12,ME,1207,Magnolia,stellata,star magnolia,Plantae,371,Breaking leaf buds,1,2015,121,2457144,-9999,15,-9999,1,2015,133,2457156,-9999,17,-9999
2,43.08535,-70.69133,12,ME,1207,Magnolia,stellata,star magnolia,Plantae,390,Ripe fruits,1,2015,275,2457298,-9999,6,-9999,1,2015,308,2457331,-9999,6,-9999
2,43.08535,-70.69133,12,ME,1207,Magnolia,stellata,star magnolia,Plantae,467,Increasing leaf size,1,2015,121,2457144,-9999,15,-9999,1,2015,133,2457156,-9999,17,-9999
2,43.08535,-70.69133,12,ME,1207,Magnolia,stellata,star magnolia,Plantae,471,Falling leaves,1,2015,299,2457322,-9999,6,-9999,1,2015,321,2457344,-9999,12,-9999
2,43.08535,-70.69133,12,ME,1207,Magnolia,stellata,star magnolia,Plantae,483,Leaves,1,2015,121,2457144,-9999,15,-9999,1,2015,314,2457337,-9999,7,-9999
2,43.08535,-70.69133,12,ME,1207,Magnolia,stellata,star magnolia,Plantae,498,Colored leaves,1,2015,244,2457267,-9999,15,-9999,1,2015,314,2457337,-9999,7,-9999
2,43.08535,-70.69133,12,ME,1207,Magnolia,stellata,star magnolia,Plantae,500,Flowers or flower buds,1,2015,106,2457129,-9999,1,-9999,1,2015,258,2457281,-9999,11,-9999
2,43.08535,-70.69133,12,ME,1207,Magnolia,stellata,star magnolia,Plantae,501,Open flowers,1,2015,121,2457144,-9999,15,-9999,1,2015,133,2457156,-9999,17,-9999
2,43.08535,-70.69133,12,ME,1207,Magnolia,stellata,star magnolia,Plantae,504,Recent fruit or seed drop,1,2015,293,2457316,-9999,18,-9999,1,2015,314,2457337,-9999,7,-9999
2,43.08535,-70.69133,12,ME,1207,Magnolia,stellata,star magnolia,Plantae,516,Fruits,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2015,308,2457331,-9999,6,-9999
2,43.08535,-70.69133,12,ME,1431,Amelanchier,arborea,common serviceberry,Plantae,371,Breaking leaf buds,1,2015,121,2457144,-9999,15,-9999,1,2015,128,2457151,-9999,5,-9999
2,43.08535,-70.69133,12,ME,1431,Amelanchier,arborea,common serviceberry,Plantae,467,Increasing leaf size,1,2015,124,2457147,-9999,3,-9999,1,2015,133,2457156,-9999,17,-9999
2,43.08535,-70.69133,12,ME,1431,Amelanchier,arborea,common serviceberry,Plantae,471,Falling leaves,1,2015,229,2457252,-9999,25,-9999,1,2015,314,2457337,-9999,7,-9999
2,43.08535,-70.69133,12,ME,1431,Amelanchier,arborea,common serviceberry,Plantae,483,Leaves,1,2015,124,2457147,-9999,3,-9999,1,2015,308,2457331,-9999,6,-9999
2,43.08535,-70.69133,12,ME,1431,Amelanchier,arborea,common serviceberry,Plantae,498,Colored leaves,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2015,308,2457331,-9999,6,-9999
2,43.08535,-70.69133,12,ME,1431,Amelanchier,arborea,common serviceberry,Plantae,500,Flowers or flower buds,1,2015,105,2457128,-9999,2,-9999,1,2015,133,2457156,-9999,17,-9999
2,43.08535,-70.69133,12,ME,1431,Amelanchier,arborea,common serviceberry,Plantae,501,Open flowers,1,2015,128,2457151,-9999,4,-9999,1,2015,133,2457156,-9999,17,-9999
2,43.08535,-70.69133,12,ME,1431,Amelanchier,arborea,common serviceberry,Plantae,504,Recent fruit or seed drop,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2015,204,2457227,-9999,25,-9999
2,43.08535,-70.69133,12,ME,1431,Amelanchier,arborea,common serviceberry,Plantae,516,Fruits,1,2015,150,2457173,-9999,17,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
5523,43.692337,-70.270424,32,ME,3,Acer,rubrum,red maple,Plantae,371,Breaking leaf buds,2,2015,125,2457148,1,3,1,2,2015,260,2457283,0,4,0
